"report_school_year","county_desc","district_name","staff_ind_desc","total_staff_count","avg_sal"
"2020-21","ERIE","BUFFALO ACADEMY OF SCIENCE CS","Principals & Asst. Principals",3,91054
"2020-21","ERIE","BUFFALO ACADEMY OF SCIENCE CS","Classroom Teacher",76,44706.13158
"2020-21","ERIE","WESTERN NY MARITIME CHARTER SCHOOL","Principals & Asst. Principals",3,89414.33333
"2020-21","ERIE","WESTERN NY MARITIME CHARTER SCHOOL","Classroom Teacher",52,40570.57692
"2020-21","ERIE","WESTMINSTER COMMUNITY CS","Principals & Asst. Principals",3,102920.3333
"2020-21","ERIE","WESTMINSTER COMMUNITY CS","Classroom Teacher",44,55982.06818
"2020-21","ERIE","ELMWOOD VILLAGE CS DAYS PARK","Principals & Asst. Principals",2,88525
"2020-21","ERIE","ELMWOOD VILLAGE CS DAYS PARK","Classroom Teacher",44,46133.40909
"2020-21","ERIE","HEALTH SCIENCES CHARTER SCHOOL","Principals & Asst. Principals",1,84528
"2020-21","ERIE","HEALTH SCIENCES CHARTER SCHOOL","Classroom Teacher",26,42894.96154
"2020-21","ERIE","WEST BUFFALO CHARTER SCHOOL","Principals & Asst. Principals",2,80056.5
"2020-21","ERIE","WEST BUFFALO CHARTER SCHOOL","Classroom Teacher",29,43655.75862
"2020-21","ERIE","CHARTER SCHOOL OF INQUIRY","Principals & Asst. Principals",2,101887.5
"2020-21","ERIE","CHARTER SCHOOL OF INQUIRY","Classroom Teacher",24,39506.75
"2020-21","ERIE","ELMWOOD VILLAGE CS HERTEL","Principals & Asst. Principals",1,72720
"2020-21","ERIE","ELMWOOD VILLAGE CS HERTEL","Classroom Teacher",26,42725
"2020-21","ERIE","REACH ACADEMY CHARTER SCHOOL","Principals & Asst. Principals",1,136282
"2020-21","ERIE","REACH ACADEMY CHARTER SCHOOL","Classroom Teacher",58,44588.56897
"2020-21","ERIE","BUFFALO COLLEGIATE CHARTER SCHOOL","Principals & Asst. Principals",1,85000
"2020-21","ERIE","BUFFALO COLLEGIATE CHARTER SCHOOL","Classroom Teacher",14,49630.85714
"2020-21","ERIE","PERSISTENCE PREP ACADEMY CS","Principals & Asst. Principals",1,97381
"2020-21","ERIE","PERSISTENCE PREP ACADEMY CS","Classroom Teacher",17,47167.41176
"2020-21","ERIE","BUFFALO CREEK ACADEMY CS","Principals & Asst. Principals",1,85000
"2020-21","ERIE","BUFFALO CREEK ACADEMY CS","Classroom Teacher",7,51857.14286
"2020-21","ERIE","BUFFALO ACADEMY OF SCIENCE CS II","Principals & Asst. Principals",1,85000
"2020-21","ERIE","BUFFALO ACADEMY OF SCIENCE CS II","Classroom Teacher",8,43047.875
"2020-21","ERIE","CHEEKTOWAGA CSD","Principals & Asst. Principals",7,98422
"2020-21","ERIE","CHEEKTOWAGA CSD","Classroom Teacher",179,70485.07821
"2020-21","ERIE","CHEEKTOWAGA-MARYVALE UFSD","Principals & Asst. Principals",4,108883.75
"2020-21","ERIE","CHEEKTOWAGA-MARYVALE UFSD","Classroom Teacher",162,78122.23457
"2020-21","ERIE","CLEVELAND HILL UFSD","Principals & Asst. Principals",5,105630.8
"2020-21","ERIE","CLEVELAND HILL UFSD","Classroom Teacher",131,67668.80916
"2020-21","ERIE","DEPEW UFSD","Principals & Asst. Principals",6,113624
"2020-21","ERIE","DEPEW UFSD","Classroom Teacher",155,77015.52258
"2020-21","ERIE","CHEEKTOWAGA-SLOAN UFSD","Principals & Asst. Principals",5,100880
"2020-21","ERIE","CHEEKTOWAGA-SLOAN UFSD","Classroom Teacher",112,80708.23214
"2020-21","ERIE","CLARENCE CSD","Principals & Asst. Principals",10,108558.1
"2020-21","ERIE","CLARENCE CSD","Classroom Teacher",327,83409.14985
"2020-21","ERIE","SPRINGVILLE-GRIFFITH INST CSD","Principals & Asst. Principals",6,95370
"2020-21","ERIE","SPRINGVILLE-GRIFFITH INST CSD","Classroom Teacher",132,76162.41667
"2020-21","ERIE","EDEN CSD","Principals & Asst. Principals",4,109145.5
"2020-21","ERIE","EDEN CSD","Classroom Teacher",122,69132.51639
"2020-21","ERIE","IROQUOIS CSD","Principals & Asst. Principals",8,119950.125
"2020-21","ERIE","IROQUOIS CSD","Classroom Teacher",201,70195.69154
"2020-21","ERIE","EVANS-BRANT CSD (LAKE SHORE)","Principals & Asst. Principals",9,105858.5556
"2020-21","ERIE","EVANS-BRANT CSD (LAKE SHORE)","Classroom Teacher",176,77435.05682
"2020-21","ERIE","GRAND ISLAND CSD","Principals & Asst. Principals",7,99030.71429
"2020-21","ERIE","GRAND ISLAND CSD","Classroom Teacher",237,78286.68354
"2020-21","ERIE","HAMBURG CSD","Principals & Asst. Principals",5,134614
"2020-21","ERIE","HAMBURG CSD","Classroom Teacher",279,78132.96057
"2020-21","ERIE","FRONTIER CSD","Principals & Asst. Principals",11,102211.8182
"2020-21","ERIE","FRONTIER CSD","Classroom Teacher",328,78215.47866
"2020-21","ERIE","HOLLAND CSD","Principals & Asst. Principals",3,95702
"2020-21","ERIE","HOLLAND CSD","Classroom Teacher",75,60618.89333
"2020-21","ERIE","LACKAWANNA CITY SD","Principals & Asst. Principals",7,100315
"2020-21","ERIE","LACKAWANNA CITY SD","Classroom Teacher",152,83431.01974
"2020-21","ERIE","GLOBAL CONCEPTS CHARTER SCHOOL","Principals & Asst. Principals",5,77335.8
"2020-21","ERIE","GLOBAL CONCEPTS CHARTER SCHOOL","Classroom Teacher",65,51196.52308
"2020-21","ERIE","LANCASTER CSD","Principals & Asst. Principals",9,111928.6667
"2020-21","ERIE","LANCASTER CSD","Classroom Teacher",415,73666.72289
"2020-21","ERIE","AKRON CSD","Principals & Asst. Principals",4,116171.25
"2020-21","ERIE","AKRON CSD","Classroom Teacher",114,72255.05263
"2020-21","ERIE","NORTH COLLINS CSD","Principals & Asst. Principals",2,113317.5
"2020-21","ERIE","NORTH COLLINS CSD","Classroom Teacher",53,61698.79245
"2020-21","ERIE","ORCHARD PARK CSD","Principals & Asst. Principals",10,103309.4
"2020-21","ERIE","ORCHARD PARK CSD","Classroom Teacher",409,78962.14914
"2020-21","ERIE","TONAWANDA CITY SD","Principals & Asst. Principals",7,91920.57143
"2020-21","ERIE","TONAWANDA CITY SD","Classroom Teacher",152,66451.50658
"2020-21","ERIE","KENMORE-TONAWANDA UFSD","Principals & Asst. Principals",19,103355.2632
"2020-21","ERIE","KENMORE-TONAWANDA UFSD","Classroom Teacher",651,79536.90783
"2020-21","ERIE","CHARTER SCHOOL-APPLIED TECHNOLOGIES","Principals & Asst. Principals",8,98877.5
"2020-21","ERIE","CHARTER SCHOOL-APPLIED TECHNOLOGIES","Classroom Teacher",183,54031.68306
"2020-21","ERIE","WEST SENECA CSD","Principals & Asst. Principals",16,117537.6875
"2020-21","ERIE","WEST SENECA CSD","Classroom Teacher",495,84288.86869
"2020-21","ERIE","ERIE 1 BOCES","Principals & Asst. Principals",17,95414.88235
"2020-21","ERIE","ERIE 1 BOCES","Classroom Teacher",187,59777.37433
"2020-21","ERIE","ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES","Principals & Asst. Principals",6,99590
"2020-21","ERIE","ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES","Classroom Teacher",113,62964.0177
"2020-21","ESSEX","CROWN POINT CSD","Principals & Asst. Principals",1,86270
"2020-21","ESSEX","CROWN POINT CSD","Classroom Teacher",23,50583.3913
"2020-21","ESSEX","KEENE CSD","Principals & Asst. Principals",1,95946
"2020-21","ESSEX","KEENE CSD","Classroom Teacher",22,73607.63636
"2020-21","ESSEX","MINERVA CSD","Principals & Asst. Principals",2,132106.5
"2020-21","ESSEX","MINERVA CSD","Classroom Teacher",22,59138.5
"2020-21","ESSEX","MORIAH CSD","Principals & Asst. Principals",3,99614.33333
"2020-21","ESSEX","MORIAH CSD","Classroom Teacher",72,61205.09722
"2020-21","ESSEX","NEWCOMB CSD","Principals & Asst. Principals",1,128750
"2020-21","ESSEX","NEWCOMB CSD","Classroom Teacher",17,78207
"2020-21","ESSEX","LAKE PLACID CSD","Principals & Asst. Principals",2,100910.5
"2020-21","ESSEX","LAKE PLACID CSD","Classroom Teacher",81,65599.30864
"2020-21","ESSEX","SCHROON LAKE CSD","Principals & Asst. Principals",1,83640
"2020-21","ESSEX","SCHROON LAKE CSD","Classroom Teacher",29,80276.89655
"2020-21","ESSEX","TICONDEROGA CSD","Principals & Asst. Principals",1,101367
"2020-21","ESSEX","TICONDEROGA CSD","Classroom Teacher",59,71296.57627
"2020-21","ESSEX","WILLSBORO CSD","Principals & Asst. Principals",1,139875
"2020-21","ESSEX","WILLSBORO CSD","Classroom Teacher",23,67985.52174
"2020-21","ESSEX","BOQUET VALLEY CSD","Principals & Asst. Principals",2,87500
"2020-21","ESSEX","BOQUET VALLEY CSD","Classroom Teacher",48,58169.29167
"2020-21","FRANKLIN","TUPPER LAKE CSD","Principals & Asst. Principals",2,88750
"2020-21","FRANKLIN","TUPPER LAKE CSD","Classroom Teacher",64,61210.48438
"2020-21","FRANKLIN","CHATEAUGAY CSD","Principals & Asst. Principals",2,90000
"2020-21","FRANKLIN","CHATEAUGAY CSD","Classroom Teacher",51,62076.15686
"2020-21","FRANKLIN","SALMON RIVER CSD","Principals & Asst. Principals",6,91149.66667
"2020-21","FRANKLIN","SALMON RIVER CSD","Classroom Teacher",149,62417.90604
"2020-21","FRANKLIN","SARANAC LAKE CSD","Principals & Asst. Principals",4,102812.75
"2020-21","FRANKLIN","SARANAC LAKE CSD","Classroom Teacher",100,69378.63
"2020-21","FRANKLIN","MALONE CSD","Principals & Asst. Principals",8,102514.375
"2020-21","FRANKLIN","MALONE CSD","Classroom Teacher",203,68518.79803
"2020-21","FRANKLIN","BRUSHTON-MOIRA CSD","Principals & Asst. Principals",2,89650
"2020-21","FRANKLIN","BRUSHTON-MOIRA CSD","Classroom Teacher",70,62093.38571
"2020-21","FRANKLIN","ST REGIS FALLS CSD","Principals & Asst. Principals",1,1e+05
"2020-21","FRANKLIN","ST REGIS FALLS CSD","Classroom Teacher",33,56808.21212
"2020-21","FRANKLIN","FRANKLIN-ESSEX-HAMILTON BOCES","Principals & Asst. Principals",3,102306
"2020-21","FRANKLIN","FRANKLIN-ESSEX-HAMILTON BOCES","Classroom Teacher",34,60399.91176
"2020-21","FULTON","WHEELERVILLE UFSD","Principals & Asst. Principals",1,76000
"2020-21","FULTON","WHEELERVILLE UFSD","Classroom Teacher",13,60469
"2020-21","FULTON","GLOVERSVILLE CITY SD","Principals & Asst. Principals",8,97616.375
"2020-21","FULTON","GLOVERSVILLE CITY SD","Classroom Teacher",223,70017.72197
"2020-21","FULTON","JOHNSTOWN CITY SD","Principals & Asst. Principals",5,89050
"2020-21","FULTON","JOHNSTOWN CITY SD","Classroom Teacher",108,65783.30556
"2020-21","FULTON","MAYFIELD CSD","Principals & Asst. Principals",3,97609.33333
"2020-21","FULTON","MAYFIELD CSD","Classroom Teacher",73,66987.43836
"2020-21","FULTON","NORTHVILLE CSD","Principals & Asst. Principals",3,103930
"2020-21","FULTON","NORTHVILLE CSD","Classroom Teacher",45,64159.51111
"2020-21","FULTON","BROADALBIN-PERTH CSD","Principals & Asst. Principals",5,101664.6
"2020-21","FULTON","BROADALBIN-PERTH CSD","Classroom Teacher",134,67002.28358
"2020-21","GENESEE","ALEXANDER CSD","Principals & Asst. Principals",2,99388
"2020-21","GENESEE","ALEXANDER CSD","Classroom Teacher",78,66578.89744
"2020-21","GENESEE","BATAVIA CITY SD","Principals & Asst. Principals",8,110398.5
"2020-21","GENESEE","BATAVIA CITY SD","Classroom Teacher",217,61827.07373
"2020-21","GENESEE","NEW YORK STATE SCHOOL FOR THE BLIND","Principals & Asst. Principals",2,80413
"2020-21","GENESEE","NEW YORK STATE SCHOOL FOR THE BLIND","Classroom Teacher",13,71038.07692
"2020-21","GENESEE","BYRON-BERGEN CSD","Principals & Asst. Principals",3,98960
"2020-21","GENESEE","BYRON-BERGEN CSD","Classroom Teacher",86,65642.40698
"2020-21","GENESEE","ELBA CSD","Principals & Asst. Principals",2,92396.5
"2020-21","GENESEE","ELBA CSD","Classroom Teacher",50,53230.12
"2020-21","GENESEE","LE ROY CSD","Principals & Asst. Principals",4,99111.75
"2020-21","GENESEE","LE ROY CSD","Classroom Teacher",106,63362.73585
"2020-21","GENESEE","OAKFIELD-ALABAMA CSD","Principals & Asst. Principals",3,89396.66667
"2020-21","GENESEE","OAKFIELD-ALABAMA CSD","Classroom Teacher",76,58180.71053
"2020-21","GENESEE","PAVILION CSD","Principals & Asst. Principals",3,105597
"2020-21","GENESEE","PAVILION CSD","Classroom Teacher",81,57271.24691
"2020-21","GENESEE","PEMBROKE CSD","Principals & Asst. Principals",4,100827.5
"2020-21","GENESEE","PEMBROKE CSD","Classroom Teacher",89,64610.02247
"2020-21","GREENE","CAIRO-DURHAM CSD","Principals & Asst. Principals",6,97736.5
"2020-21","GREENE","CAIRO-DURHAM CSD","Classroom Teacher",123,70691.95935
"2020-21","GREENE","CATSKILL CSD","Principals & Asst. Principals",6,99139.16667
"2020-21","GREENE","CATSKILL CSD","Classroom Teacher",122,77446.9918
"2020-21","GREENE","COXSACKIE-ATHENS CSD","Principals & Asst. Principals",4,127471.5
"2020-21","GREENE","COXSACKIE-ATHENS CSD","Classroom Teacher",114,79937.5614
"2020-21","GREENE","GREENVILLE CSD","Principals & Asst. Principals",4,116811.75
"2020-21","GREENE","GREENVILLE CSD","Classroom Teacher",102,75190.13725
"2020-21","GREENE","HUNTER-TANNERSVILLE CSD","Principals & Asst. Principals",2,86381.5
"2020-21","GREENE","HUNTER-TANNERSVILLE CSD","Classroom Teacher",44,65588.15909
"2020-21","GREENE","WINDHAM-ASHLAND-JEWETT CSD","Classroom Teacher",35,74342.6
"2020-21","DELAWARE","OTSEGO-DELAW-SCHOHARIE-GREENE BOCES","Principals & Asst. Principals",3,92577
"2020-21","DELAWARE","OTSEGO-DELAW-SCHOHARIE-GREENE BOCES","Classroom Teacher",49,55994.10204
"2020-21","HAMILTON","INDIAN LAKE CSD","Principals & Asst. Principals",1,155220
"2020-21","HAMILTON","INDIAN LAKE CSD","Classroom Teacher",21,66327.28571
"2020-21","HAMILTON","LAKE PLEASANT CSD","Principals & Asst. Principals",1,156676
"2020-21","HAMILTON","LAKE PLEASANT CSD","Classroom Teacher",17,61186.17647
"2020-21","HAMILTON","LONG LAKE CSD","Principals & Asst. Principals",1,113516
"2020-21","HAMILTON","LONG LAKE CSD","Classroom Teacher",18,56437
"2020-21","HAMILTON","WELLS CSD","Principals & Asst. Principals",1,95998
"2020-21","HAMILTON","WELLS CSD","Classroom Teacher",22,73098.04545
"2020-21","MONTGOMERY","HAMILTON-FULTON-MONTGOMERY BOCES","Principals & Asst. Principals",12,95779.66667
"2020-21","MONTGOMERY","HAMILTON-FULTON-MONTGOMERY BOCES","Classroom Teacher",97,57663.68041
"2020-21","HERKIMER","WEST CANADA VALLEY CSD","Principals & Asst. Principals",2,93913.5
"2020-21","HERKIMER","WEST CANADA VALLEY CSD","Classroom Teacher",62,57437.58065
"2020-21","HERKIMER","FRANKFORT-SCHUYLER CSD","Principals & Asst. Principals",3,91990
"2020-21","HERKIMER","FRANKFORT-SCHUYLER CSD","Classroom Teacher",69,68092.04348
"2020-21","HERKIMER","HERKIMER CSD","Principals & Asst. Principals",4,104696
"2020-21","HERKIMER","HERKIMER CSD","Classroom Teacher",85,56444.51765
"2020-21","HERKIMER","LITTLE FALLS CITY SD","Principals & Asst. Principals",3,97482
"2020-21","HERKIMER","LITTLE FALLS CITY SD","Classroom Teacher",101,58742.06931
"2020-21","HERKIMER","DOLGEVILLE CSD","Principals & Asst. Principals",3,95560.33333
"2020-21","HERKIMER","DOLGEVILLE CSD","Classroom Teacher",75,61502.77333
"2020-21","HERKIMER","POLAND CSD","Principals & Asst. Principals",2,92712.5
"2020-21","HERKIMER","POLAND CSD","Classroom Teacher",50,65876.74
"2020-21","HERKIMER","VAN HORNESVILLE-OWEN D YOUNG CSD","Principals & Asst. Principals",1,69863
"2020-21","HERKIMER","VAN HORNESVILLE-OWEN D YOUNG CSD","Classroom Teacher",21,51725.57143
"2020-21","HERKIMER","TOWN OF WEBB UFSD","Principals & Asst. Principals",1,106325
"2020-21","HERKIMER","TOWN OF WEBB UFSD","Classroom Teacher",27,65909.92593
"2020-21","HERKIMER","MOUNT MARKHAM CSD","Principals & Asst. Principals",4,112605
"2020-21","HERKIMER","MOUNT MARKHAM CSD","Classroom Teacher",94,63580.32979
"2020-21","HERKIMER","CENTRAL VALLEY CSD AT ILION-MOHAWK","Principals & Asst. Principals",6,96054.33333
"2020-21","HERKIMER","CENTRAL VALLEY CSD AT ILION-MOHAWK","Classroom Teacher",156,66529.02564
"2020-21","HERKIMER","HERK-FULTON-HAMILTON-OTSEGO BOCES","Principals & Asst. Principals",7,83169.85714
"2020-21","HERKIMER","HERK-FULTON-HAMILTON-OTSEGO BOCES","Classroom Teacher",84,45944.63095
"2020-21","JEFFERSON","SOUTH JEFFERSON CSD","Principals & Asst. Principals",5,91809.8
"2020-21","JEFFERSON","SOUTH JEFFERSON CSD","Classroom Teacher",124,62803.30645
"2020-21","JEFFERSON","ALEXANDRIA CSD","Principals & Asst. Principals",2,91909
"2020-21","JEFFERSON","ALEXANDRIA CSD","Classroom Teacher",49,56149
"2020-21","JEFFERSON","INDIAN RIVER CSD","Principals & Asst. Principals",12,101240.3333
"2020-21","JEFFERSON","INDIAN RIVER CSD","Classroom Teacher",295,68220.73559
"2020-21","JEFFERSON","GENERAL BROWN CSD","Principals & Asst. Principals",2,102517.5
"2020-21","JEFFERSON","GENERAL BROWN CSD","Classroom Teacher",91,62711.86813
"2020-21","JEFFERSON","THOUSAND ISLANDS CSD","Principals & Asst. Principals",5,91158.2
"2020-21","JEFFERSON","THOUSAND ISLANDS CSD","Classroom Teacher",79,64552.35443
"2020-21","JEFFERSON","BELLEVILLE-HENDERSON CSD","Principals & Asst. Principals",1,96665
"2020-21","JEFFERSON","BELLEVILLE-HENDERSON CSD","Classroom Teacher",40,60529.875
"2020-21","JEFFERSON","SACKETS HARBOR CSD","Principals & Asst. Principals",1,92298
"2020-21","JEFFERSON","SACKETS HARBOR CSD","Classroom Teacher",37,62011.62162
"2020-21","JEFFERSON","LYME CSD","Principals & Asst. Principals",1,109734
"2020-21","JEFFERSON","LYME CSD","Classroom Teacher",30,62937.26667
"2020-21","JEFFERSON","LA FARGEVILLE CSD","Principals & Asst. Principals",2,90177
"2020-21","JEFFERSON","LA FARGEVILLE CSD","Classroom Teacher",42,65476.97619
"2020-21","JEFFERSON","WATERTOWN CITY SD","Principals & Asst. Principals",12,102487.3333
"2020-21","JEFFERSON","WATERTOWN CITY SD","Classroom Teacher",280,65653.93571
"2020-21","JEFFERSON","CARTHAGE CSD","Principals & Asst. Principals",6,95435.33333
"2020-21","JEFFERSON","CARTHAGE CSD","Classroom Teacher",270,62557.13704
"2020-21","JEFFERSON","JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES","Principals & Asst. Principals",6,98821.33333
"2020-21","JEFFERSON","JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES","Classroom Teacher",101,59548.9505
"2020-21","LEWIS","COPENHAGEN CSD","Principals & Asst. Principals",2,99319.5
"2020-21","LEWIS","COPENHAGEN CSD","Classroom Teacher",44,57851.81818
"2020-21","LEWIS","HARRISVILLE CSD","Principals & Asst. Principals",2,112125.5
"2020-21","LEWIS","HARRISVILLE CSD","Classroom Teacher",33,54810.06061
"2020-21","LEWIS","LOWVILLE ACADEMY & CSD","Principals & Asst. Principals",7,100739.5714
"2020-21","LEWIS","LOWVILLE ACADEMY & CSD","Classroom Teacher",117,67887.51282
"2020-21","LEWIS","SOUTH LEWIS CSD","Principals & Asst. Principals",4,108324
"2020-21","LEWIS","SOUTH LEWIS CSD","Classroom Teacher",94,65032.2234
"2020-21","LEWIS","BEAVER RIVER CSD","Principals & Asst. Principals",3,100739.6667
"2020-21","LEWIS","BEAVER RIVER CSD","Classroom Teacher",68,58215.22059
"2020-21","LIVINGSTON","AVON CSD","Principals & Asst. Principals",3,123272.6667
"2020-21","LIVINGSTON","AVON CSD","Classroom Teacher",97,56606.47423
"2020-21","LIVINGSTON","CALEDONIA-MUMFORD CSD","Principals & Asst. Principals",3,120582.6667
"2020-21","LIVINGSTON","CALEDONIA-MUMFORD CSD","Classroom Teacher",80,61358.8375
"2020-21","LIVINGSTON","GENESEO CSD","Principals & Asst. Principals",3,122586.3333
"2020-21","LIVINGSTON","GENESEO CSD","Classroom Teacher",94,58605.60638
"2020-21","LIVINGSTON","LIVONIA CSD","Principals & Asst. Principals",3,123027
"2020-21","LIVINGSTON","LIVONIA CSD","Classroom Teacher",126,66608.50794
"2020-21","LIVINGSTON","MT MORRIS CSD","Principals & Asst. Principals",2,92320
"2020-21","LIVINGSTON","MT MORRIS CSD","Classroom Teacher",58,52825.7931
"2020-21","LIVINGSTON","DANSVILLE CSD","Principals & Asst. Principals",5,98440.4
"2020-21","LIVINGSTON","DANSVILLE CSD","Classroom Teacher",132,59262.25758
"2020-21","LIVINGSTON","DALTON-NUNDA CSD (KESHEQUA)","Principals & Asst. Principals",3,84872
"2020-21","LIVINGSTON","DALTON-NUNDA CSD (KESHEQUA)","Classroom Teacher",67,60881
"2020-21","LIVINGSTON","YORK CSD","Principals & Asst. Principals",2,97030
"2020-21","LIVINGSTON","YORK CSD","Classroom Teacher",76,56861.43421
"2020-21","GENESEE","GENESEE VALLEY BOCES","Principals & Asst. Principals",11,91564.54545
"2020-21","GENESEE","GENESEE VALLEY BOCES","Classroom Teacher",97,50276.54639
"2020-21","MADISON","BROOKFIELD CSD","Principals & Asst. Principals",1,89000
"2020-21","MADISON","BROOKFIELD CSD","Classroom Teacher",23,54347.08696
"2020-21","MADISON","CAZENOVIA CSD","Principals & Asst. Principals",4,96546.5
"2020-21","MADISON","CAZENOVIA CSD","Classroom Teacher",108,68267.05556
"2020-21","MADISON","DERUYTER CSD","Principals & Asst. Principals",2,90177
"2020-21","MADISON","DERUYTER CSD","Classroom Teacher",44,59237.59091
"2020-21","MADISON","MORRISVILLE-EATON CSD","Principals & Asst. Principals",2,98700
"2020-21","MADISON","MORRISVILLE-EATON CSD","Classroom Teacher",60,58210.28333
"2020-21","MADISON","HAMILTON CSD","Principals & Asst. Principals",2,107212
"2020-21","MADISON","HAMILTON CSD","Classroom Teacher",48,68994.22917
"2020-21","MADISON","CANASTOTA CSD","Principals & Asst. Principals",6,100367.5
"2020-21","MADISON","CANASTOTA CSD","Classroom Teacher",103,59700.51456
"2020-21","MADISON","MADISON CSD","Principals & Asst. Principals",2,100041.5
"2020-21","MADISON","MADISON CSD","Classroom Teacher",44,57919.65909
"2020-21","MADISON","ONEIDA CITY SD","Principals & Asst. Principals",9,116286.6667
"2020-21","MADISON","ONEIDA CITY SD","Classroom Teacher",158,72871.49367
"2020-21","MADISON","STOCKBRIDGE VALLEY CSD","Principals & Asst. Principals",1,90177
"2020-21","MADISON","STOCKBRIDGE VALLEY CSD","Classroom Teacher",48,51130.9375
"2020-21","MADISON","CHITTENANGO CSD","Principals & Asst. Principals",6,97911.16667
"2020-21","MADISON","CHITTENANGO CSD","Classroom Teacher",162,63149.25926
"2020-21","ONEIDA","MADISON-ONEIDA BOCES","Principals & Asst. Principals",1,105823
"2020-21","ONEIDA","MADISON-ONEIDA BOCES","Classroom Teacher",56,64110.96429
"2020-21","MONROE","BRIGHTON CSD","Principals & Asst. Principals",10,110202.8
"2020-21","MONROE","BRIGHTON CSD","Classroom Teacher",273,67739.87179
"2020-21","MONROE","GATES CHILI CSD","Principals & Asst. Principals",14,120439
"2020-21","MONROE","GATES CHILI CSD","Classroom Teacher",337,70450.40356
"2020-21","MONROE","GREECE CSD","Principals & Asst. Principals",49,102854.2449
"2020-21","MONROE","GREECE CSD","Classroom Teacher",849,71014.46408
"2020-21","MONROE","DISCOVERY CHARTER SCHOOL","Principals & Asst. Principals",1,124270
"2020-21","MONROE","DISCOVERY CHARTER SCHOOL","Classroom Teacher",38,42692.21053
"2020-21","MONROE","YOUNG WOMEN'S COLLEGE PREP CS","Principals & Asst. Principals",3,119717.3333
"2020-21","MONROE","YOUNG WOMEN'S COLLEGE PREP CS","Classroom Teacher",26,60186.92308
"2020-21","MONROE","RENAISSANCE ACADEMY CS-ARTS","Principals & Asst. Principals",2,83750
"2020-21","MONROE","RENAISSANCE ACADEMY CS-ARTS","Classroom Teacher",39,45894.5641
"2020-21","MONROE","EAST IRONDEQUOIT CSD","Principals & Asst. Principals",11,108832.4545
"2020-21","MONROE","EAST IRONDEQUOIT CSD","Classroom Teacher",286,60272.01399
"2020-21","MONROE","WEST IRONDEQUOIT CSD","Principals & Asst. Principals",10,104884.7
"2020-21","MONROE","WEST IRONDEQUOIT CSD","Classroom Teacher",300,62434.42333
"2020-21","MONROE","HONEOYE FALLS-LIMA CSD","Principals & Asst. Principals",7,118383.1429
"2020-21","MONROE","HONEOYE FALLS-LIMA CSD","Classroom Teacher",178,67274.48315
"2020-21","MONROE","SPENCERPORT CSD","Principals & Asst. Principals",12,104899.8333
"2020-21","MONROE","SPENCERPORT CSD","Classroom Teacher",337,67113.43323
"2020-21","MONROE","HILTON CSD","Principals & Asst. Principals",11,87183.36364
"2020-21","MONROE","HILTON CSD","Classroom Teacher",352,64825.90341
"2020-21","MONROE","PENFIELD CSD","Principals & Asst. Principals",13,113515.2308
"2020-21","MONROE","PENFIELD CSD","Classroom Teacher",373,66795.52279
"2020-21","MONROE","FAIRPORT CSD","Principals & Asst. Principals",17,106750.9412
"2020-21","MONROE","FAIRPORT CSD","Classroom Teacher",503,69137.49702
"2020-21","MONROE","EAST ROCHESTER UFSD","Principals & Asst. Principals",5,99515.2
"2020-21","MONROE","EAST ROCHESTER UFSD","Classroom Teacher",94,57896.21277
"2020-21","MONROE","PITTSFORD CSD","Principals & Asst. Principals",17,117740.7059
"2020-21","MONROE","PITTSFORD CSD","Classroom Teacher",464,74783.07543
"2020-21","MONROE","CHURCHVILLE-CHILI CSD","Principals & Asst. Principals",14,113224.5714
"2020-21","MONROE","CHURCHVILLE-CHILI CSD","Classroom Teacher",298,60424.19463
"2020-21","MONROE","ROCHESTER CITY SD","Principals & Asst. Principals",146,115160.2534
"2020-21","MONROE","ROCHESTER CITY SD","Classroom Teacher",2209,66250.50883
"2020-21","MONROE","TRUE NORTH ROCHESTER  PREP-WEST CAMP","Principals & Asst. Principals",2,120056
"2020-21","MONROE","TRUE NORTH ROCHESTER  PREP-WEST CAMP","Classroom Teacher",59,52412.79661
"2020-21","MONROE","EUGENIO MARIA DE HOSTOS CHARTER","Principals & Asst. Principals",3,109383.3333
"2020-21","MONROE","EUGENIO MARIA DE HOSTOS CHARTER","Classroom Teacher",81,52154.58025
"2020-21","MONROE","GENESEE COMMUNITY CS","Principals & Asst. Principals",1,97850
"2020-21","MONROE","GENESEE COMMUNITY CS","Classroom Teacher",17,59118.11765
"2020-21","MONROE","URBAN CHOICE CHARTER SCHOOL","Principals & Asst. Principals",2,84500
"2020-21","MONROE","URBAN CHOICE CHARTER SCHOOL","Classroom Teacher",22,51995.77273
"2020-21","MONROE","TRUE NORTH ROCHESTER PREP CS","Principals & Asst. Principals",3,113003
"2020-21","MONROE","TRUE NORTH ROCHESTER PREP CS","Classroom Teacher",96,52999.85417
"2020-21","MONROE","ROCHESTER ACADEMY CHARTER SCHOOL","Principals & Asst. Principals",6,71002.33333
"2020-21","MONROE","ROCHESTER ACADEMY CHARTER SCHOOL","Classroom Teacher",63,44472.34921
"2020-21","MONROE","UNIVERSITY PREP CS-YOUNG MEN","Principals & Asst. Principals",2,137701
