District.Name,Month,NewCasesStudents,NewCasesTeachers,NewCasesStaff,num.report.school,AccuCasesStudents,AccuCasesTeachers,AccuCasesStaff,NCESDistrictID,pop.5.17,Norm.New.Stud,share_inperson,share_hybrid,share_virtual
HOOSICK FALLS CSD,2020-12-01,13,5,4,2,17,5,4,3614760,1280,10.15625,0,1,0
HOOSICK FALLS CSD,2021-01-01,4,4,0,2,21,9,4,3614760,1280,3.125,0,1,0
HOOSICK FALLS CSD,2021-02-01,4,1,0,2,25,10,4,3614760,1280,3.125,0,1,0
HOOSICK FALLS CSD,2021-03-01,3,0,2,2,28,10,6,3614760,1280,2.34375,0,1,0
HOOSICK FALLS CSD,2021-04-01,16,0,0,2,44,10,6,3614760,1280,12.5,0,1,0
HOOSICK FALLS CSD,2021-05-01,3,0,1,2,47,10,7,3614760,1280,2.34375,0,1,0
HOOSICK FALLS CSD,2021-06-01,2,0,0,1,49,10,7,3614760,1280,1.5625,0,1,0
HORNELL CITY SD,2020-10-01,0,1,0,1,0,1,0,3614820,1644,0,0,1,0
HORNELL CITY SD,2020-11-01,6,3,0,3,6,4,0,3614820,1644,3.6496350364963503,0,1,0
HORNELL CITY SD,2020-12-01,16,3,3,4,22,7,3,3614820,1644,9.732360097323602,0,0.90172434,0.098275669
HORNELL CITY SD,2021-01-01,17,8,2,4,39,15,5,3614820,1644,10.340632603406325,0,1,0
HORNELL CITY SD,2021-02-01,3,1,0,2,42,16,5,3614820,1644,1.8248175182481752,0,1,0
HORNELL CITY SD,2021-03-01,5,0,1,3,47,16,6,3614820,1644,3.0413625304136254,0.22307494,0.77692503,0
HORNELL CITY SD,2021-04-01,9,0,0,3,56,16,6,3614820,1644,5.474452554744526,0.84254938,0.15745059,0
HORNELL CITY SD,2021-05-01,9,2,0,4,65,18,6,3614820,1644,5.474452554744526,1,0,0
HORNELL CITY SD,2021-06-01,0,0,1,1,65,18,7,3614820,1644,0,1,0,0
HORSEHEADS CSD,2020-09-01,0,1,1,2,0,1,1,3614850,4055,0,0,1,0
HORSEHEADS CSD,2020-10-01,14,2,1,6,14,3,2,3614850,4055,3.4525277435265105,0,0.11299177,0.88700825
HORSEHEADS CSD,2020-11-01,4,1,1,4,18,4,3,3614850,4055,0.9864364981504316,0,0.07920894,0.92079103
HORSEHEADS CSD,2020-12-01,7,6,3,5,25,10,6,3614850,4055,1.7262638717632552,0,0.25844619,0.74155378
HORSEHEADS CSD,2021-01-01,27,8,3,7,52,18,9,3614850,4055,6.658446362515413,0,0.81751752,0.18248247
HORSEHEADS CSD,2021-04-01,4,0,1,4,56,18,10,3614850,4055,0.9864364981504316,0,1,0
HORSEHEADS CSD,2021-05-01,8,0,1,3,64,18,11,3614850,4055,1.972872996300863,0,1,0
HORSEHEADS CSD,2021-06-01,3,0,0,3,67,18,11,3614850,4055,0.7398273736128237,0,1,0
HUDSON CITY SD,2020-09-01,1,0,0,1,1,0,0,3614940,1688,0.5924170616113744,0.33540916,0.37000096,0.29458985
HUDSON CITY SD,2020-11-01,5,0,2,3,6,0,2,3614940,1688,2.9620853080568716,0.47495681,0.52504319,0
HUDSON CITY SD,2020-12-01,3,3,3,2,9,3,5,3614940,1688,1.777251184834123,0.47576839,0.52423161,0
HUDSON CITY SD,2021-01-01,20,5,4,3,29,8,9,3614940,1688,11.848341232227487,0.47900891,0.52099109,0
HUDSON CITY SD,2021-02-01,5,2,2,3,34,10,11,3614940,1688,2.9620853080568716,0.47736642,0.52263355,0
HUDSON CITY SD,2021-03-01,5,0,0,2,39,10,11,3614940,1688,2.9620853080568716,0.47439638,0.52560365,0
HUDSON CITY SD,2021-04-01,3,2,1,2,42,12,12,3614940,1688,1.777251184834123,0.47932768,0.52067232,0
HUDSON CITY SD,2021-05-01,6,0,2,2,48,12,14,3614940,1688,3.554502369668246,0.48236182,0.51763821,0
HUDSON FALLS CSD,2020-09-01,1,0,0,1,1,0,0,3614970,2033,0.49188391539596654,0,1,0
HUDSON FALLS CSD,2020-10-01,1,0,0,1,2,0,0,3614970,2033,0.49188391539596654,0,0.75027972,0.24972029
HUDSON FALLS CSD,2020-11-01,4,1,0,3,6,1,0,3614970,2033,1.9675356615838662,0,0.71738511,0.28261489
HUDSON FALLS CSD,2020-12-01,5,3,1,4,11,4,1,3614970,2033,2.459419576979833,0,0.80374491,0.19625507
HUDSON FALLS CSD,2021-01-01,34,13,8,4,45,17,9,3614970,2033,16.724053123462863,0,0.12628905,0.87371093
HUDSON FALLS CSD,2021-02-01,7,2,0,5,52,19,9,3614970,2033,3.4431874077717657,0,1,0
HUDSON FALLS CSD,2021-03-01,9,0,1,3,61,19,10,3614970,2033,4.426955238563699,0,0.93160439,0.068395607
HUDSON FALLS CSD,2021-04-01,9,0,1,4,70,19,11,3614970,2033,4.426955238563699,0,0.96464431,0.035355669
HUDSON FALLS CSD,2021-05-01,8,0,2,5,78,19,13,3614970,2033,3.9350713231677323,0,1,0
HUNTER-TANNERSVILLE CSD,2020-10-01,1,0,0,1,1,0,0,3615060,400,2.5,0,1,0
HUNTER-TANNERSVILLE CSD,2020-11-01,2,0,0,1,3,0,0,3615060,400,5,0,0.92000002,0.079999998
HUNTER-TANNERSVILLE CSD,2020-12-01,2,1,0,2,5,1,0,3615060,400,5,0,0.34170491,0.65829509
HUNTER-TANNERSVILLE CSD,2021-01-01,2,4,0,2,7,5,0,3615060,400,5,0.11066488,0.14850514,0.74083
HUNTER-TANNERSVILLE CSD,2021-03-01,1,0,1,1,8,5,1,3615060,400,2.5,0.42955479,0.57044518,0
HUNTER-TANNERSVILLE CSD,2021-04-01,6,0,0,2,14,5,1,3615060,400,15,0.43055555,0.56944442,0
HUNTINGTON UFSD,2020-09-01,1,0,1,2,1,0,1,3615090,4731,0.2113718030014796,0,1,0
HUNTINGTON UFSD,2020-10-01,1,0,0,1,2,0,1,3615090,4731,0.2113718030014796,0,1,0
HUNTINGTON UFSD,2020-11-01,14,2,1,8,16,2,2,3615090,4731,2.9592052420207144,0,1,0
HUNTINGTON UFSD,2020-12-01,29,7,10,8,45,9,12,3615090,4731,6.129782287042909,0,0.56594789,0.43405211
HUNTINGTON UFSD,2021-01-01,48,17,14,8,93,26,26,3615090,4731,10.145846544071022,0,0.9355163,0.064483732
HUNTINGTON UFSD,2021-02-01,21,5,10,8,114,31,36,3615090,4731,4.438807863031071,0,1,0
HUNTINGTON UFSD,2021-03-01,25,2,3,8,139,33,39,3615090,4731,5.28429507503699,0,1,0
HUNTINGTON UFSD,2021-04-01,34,6,3,8,173,39,42,3615090,4731,7.186641302050306,0,1,0
HUNTINGTON UFSD,2021-05-01,5,1,1,5,178,40,43,3615090,4731,1.056859015007398,0,1,0
HUNTINGTON UFSD,2021-06-01,3,2,1,4,181,42,44,3615090,4731,0.6341154090044389,0,1,0
HYDE PARK CSD,2020-09-01,1,0,0,1,1,0,0,3615180,3798,0.2632964718272775,0,0,1
HYDE PARK CSD,2020-10-01,1,0,1,2,2,0,1,3615180,3798,0.2632964718272775,0,0.90152436,0.098475628
HYDE PARK CSD,2020-11-01,3,0,1,2,5,0,2,3615180,3798,0.7898894154818326,0,1,0
HYDE PARK CSD,2020-12-01,17,2,4,6,22,2,6,3615180,3798,4.476040021063717,0,1,0
HYDE PARK CSD,2021-01-01,21,6,3,6,43,8,9,3615180,3798,5.529225908372828,0,1,0
HYDE PARK CSD,2021-02-01,20,1,7,6,63,9,16,3615180,3798,5.265929436545551,0,1,0
HYDE PARK CSD,2021-03-01,34,4,6,5,97,13,22,3615180,3798,8.952080042127434,0,1,0
HYDE PARK CSD,2021-04-01,16,0,1,6,113,13,23,3615180,3798,4.21274354923644,0,1,0
HYDE PARK CSD,2021-05-01,3,0,0,2,116,13,23,3615180,3798,0.7898894154818326,0,1,0
HYDE PARK CSD,2021-06-01,4,0,0,3,120,13,23,3615180,3798,1.05318588730911,0,1,0
INDIAN LAKE CSD,2021-01-01,2,1,1,1,2,1,1,3615270,111,18.01801801801802,0.96774191,0,0.032258064
INDIAN LAKE CSD,2021-02-01,1,0,1,1,3,1,2,3615270,111,9.00900900900901,0.79007632,0,0.20992367
INDIAN LAKE CSD,2021-04-01,2,0,0,1,5,1,2,3615270,111,18.01801801801802,1,0,0
INDIAN LAKE CSD,2021-05-01,0,0,0,1,5,1,2,3615270,111,0,1,0,0
INDIAN LAKE CSD,2021-06-01,0,0,0,1,5,1,2,3615270,111,0,1,0,0
INDIAN RIVER CSD,2020-09-01,0,1,0,1,0,1,0,3615300,3495,0,0,1,0
INDIAN RIVER CSD,2020-10-01,2,0,1,3,2,1,1,3615300,3495,0.5722460658082976,0,1,0
INDIAN RIVER CSD,2020-11-01,3,1,2,3,5,2,3,3615300,3495,0.8583690987124463,0,1,0
INDIAN RIVER CSD,2020-12-01,12,5,8,8,17,7,11,3615300,3495,3.433476394849785,0,1,0
INDIAN RIVER CSD,2021-01-01,43,11,18,8,60,18,29,3615300,3495,12.303290414878397,0,1,0
INDIAN RIVER CSD,2021-02-01,15,2,2,8,75,20,31,3615300,3495,4.291845493562231,0,1,0
INDIAN RIVER CSD,2021-03-01,7,1,2,8,82,21,33,3615300,3495,2.0028612303290414,0,1,0
INDIAN RIVER CSD,2021-04-01,23,5,2,8,105,26,35,3615300,3495,6.580829756795422,0,1,0
INDIAN RIVER CSD,2021-05-01,23,1,3,8,128,27,38,3615300,3495,6.580829756795422,0,1,0
INDIAN RIVER CSD,2021-06-01,2,0,1,8,130,27,39,3615300,3495,0.5722460658082976,0,1,0
IROQUOIS CSD,2020-11-01,14,4,2,4,14,4,2,3615360,2708,5.1698670605613,0,0.71962982,0.28037018
IROQUOIS CSD,2020-12-01,7,5,4,6,21,9,6,3615360,2708,2.58493353028065,0,0,1
IROQUOIS CSD,2021-01-01,31,5,1,6,52,14,7,3615360,2708,11.447562776957163,0,0.90236682,0.097633205
IROQUOIS CSD,2021-02-01,29,8,7,5,81,22,14,3615360,2708,10.709010339734121,0,1,0
IROQUOIS CSD,2021-03-01,12,5,2,6,93,27,16,3615360,2708,4.431314623338257,0,1,0
IROQUOIS CSD,2021-04-01,16,0,2,4,109,27,18,3615360,2708,5.908419497784343,0.2862092,0.71379083,0
IROQUOIS CSD,2021-05-01,4,1,0,3,113,28,18,3615360,2708,1.4771048744460857,0.83642876,0.16357122,0
IROQUOIS CSD,2021-06-01,2,0,0,2,115,28,18,3615360,2708,0.7385524372230429,1,0,0
IRVINGTON UFSD,2020-10-01,2,1,0,3,2,1,0,3615450,1811,1.1043622308117063,0,1,0
IRVINGTON UFSD,2020-11-01,10,1,1,3,12,2,1,3615450,1811,5.521811154058531,0,1,0
IRVINGTON UFSD,2020-12-01,14,2,2,4,26,4,3,3615450,1811,7.730535615681944,0,1,0
IRVINGTON UFSD,2021-01-01,28,2,4,4,54,6,7,3615450,1811,15.461071231363889,0,1,0
IRVINGTON UFSD,2021-02-01,9,2,3,3,63,8,10,3615450,1811,4.969630038652678,0,1,0
IRVINGTON UFSD,2021-03-01,9,2,0,4,72,10,10,3615450,1811,4.969630038652678,0.10279988,0.89720011,0
IRVINGTON UFSD,2021-04-01,8,0,2,4,80,10,12,3615450,1811,4.417448923246825,0.8008309,0.19916908,0
IRVINGTON UFSD,2021-05-01,0,0,0,4,80,10,12,3615450,1811,0,1,0,0
IRVINGTON UFSD,2021-06-01,1,0,0,4,81,10,12,3615450,1811,0.5521811154058531,1,0,0
ISLAND PARK UFSD,2020-10-01,1,0,1,2,1,0,1,3615480,1072,0.9328358208955224,0,1,0
ISLAND PARK UFSD,2020-12-01,6,2,0,2,7,2,1,3615480,1072,5.597014925373134,0.46874213,0.53125787,0
ISLAND PARK UFSD,2021-01-01,25,3,2,2,32,5,3,3615480,1072,23.32089552238806,0.47049797,0.52950203,0
ISLAND PARK UFSD,2021-02-01,7,2,0,2,39,7,3,3615480,1072,6.529850746268656,0.46683222,0.53316778,0
ISLAND PARK UFSD,2021-03-01,6,1,0,2,45,8,3,3615480,1072,5.597014925373134,0.65685737,0.34314266,0
ISLAND PARK UFSD,2021-04-01,6,0,0,1,51,8,3,3615480,1072,5.597014925373134,1,0,0
ISLAND PARK UFSD,2021-05-01,2,0,0,1,53,8,3,3615480,1072,1.8656716417910448,1,0,0
ISLAND TREES UFSD,2020-10-01,5,1,4,4,5,1,4,3615510,2508,1.993620414673046,1,0,0
ISLAND TREES UFSD,2020-11-01,10,4,1,4,15,5,5,3615510,2508,3.987240829346092,1,0,0
ISLAND TREES UFSD,2020-12-01,26,4,7,4,41,9,12,3615510,2508,10.36682615629984,1,0,0
ISLAND TREES UFSD,2021-01-01,54,11,8,4,95,20,20,3615510,2508,21.5311004784689,1,0,0
ISLAND TREES UFSD,2021-02-01,25,0,2,4,120,20,22,3615510,2508,9.968102073365232,1,0,0
ISLAND TREES UFSD,2021-03-01,29,3,2,4,149,23,24,3615510,2508,11.562998405103668,1,0,0
ISLAND TREES UFSD,2021-04-01,27,2,0,4,176,25,24,3615510,2508,10.76555023923445,1,0,0
ISLAND TREES UFSD,2021-05-01,1,0,0,1,177,25,24,3615510,2508,0.39872408293460926,1,0,0
ISLAND TREES UFSD,2021-06-01,1,0,0,1,178,25,24,3615510,2508,0.39872408293460926,1,0,0
ISLIP UFSD,2020-09-01,1,0,0,1,1,0,0,3615540,3038,0.3291639236339697,0,1,0
ISLIP UFSD,2020-10-01,1,1,0,2,2,1,0,3615540,3038,0.3291639236339697,0,1,0
ISLIP UFSD,2020-11-01,8,3,1,4,10,4,1,3615540,3038,2.6333113890717574,0,1,0
ISLIP UFSD,2020-12-01,18,5,3,5,28,9,4,3615540,3038,5.924950625411455,0,1,0
ISLIP UFSD,2021-01-01,40,13,12,5,68,22,16,3615540,3038,13.166556945358789,0,1,0
ISLIP UFSD,2021-02-01,14,4,2,4,82,26,18,3615540,3038,4.608294930875576,0,1,0
ISLIP UFSD,2021-03-01,19,4,0,5,101,30,18,3615540,3038,6.254114549045425,0.33537191,0.66462809,0
ISLIP UFSD,2021-04-01,9,1,1,4,110,31,19,3615540,3038,2.9624753127057275,0.57791287,0.42208716,0
ISLIP UFSD,2021-05-01,6,0,0,2,116,31,19,3615540,3038,1.9749835418038184,0.57134944,0.42865056,0
ISLIP UFSD,2021-09-01,24,0,0,1,140,31,19,3615540,3038,7.899934167215274,NA,NA,NA
ITHACA CITY SD,2020-09-01,0,0,1,1,0,0,1,3615570,5372,0,0,0,1
ITHACA CITY SD,2020-10-01,3,0,2,3,3,0,3,3615570,5372,0.5584512285927029,0.38233635,0.51367325,0.10399038
ITHACA CITY SD,2020-11-01,3,2,0,4,6,2,3,3615570,5372,0.5584512285927029,0.49262285,0.4058457,0.10153145
ITHACA CITY SD,2020-12-01,14,9,3,9,20,11,6,3615570,5372,2.6061057334326136,0.15300086,0.08979965,0.75719947
ITHACA CITY SD,2021-01-01,13,9,2,11,33,20,8,3615570,5372,2.4199553239017124,0.49323702,0.41779146,0.088971525
ITHACA CITY SD,2021-02-01,7,4,1,7,40,24,9,3615570,5372,1.3030528667163068,0.54675227,0.45324773,0
ITHACA CITY SD,2021-03-01,10,0,1,7,50,24,10,3615570,5372,1.8615040953090098,0.46480772,0.53519231,0
ITHACA CITY SD,2021-04-01,5,1,1,3,55,25,11,3615570,5372,0.9307520476545049,0.46543249,0.53456748,0
ITHACA CITY SD,2021-05-01,6,0,0,5,61,25,11,3615570,5372,1.1169024571854058,0.46945664,0.53054339,0
ITHACA CITY SD,2021-06-01,2,0,0,2,63,25,11,3615570,5372,0.37230081906180196,0.46803278,0.53196722,0
JAMESTOWN CITY SD,2020-09-01,2,0,0,1,2,0,0,3615630,4752,0.42087542087542085,0,1,0
JAMESTOWN CITY SD,2020-10-01,2,0,0,2,4,0,0,3615630,4752,0.42087542087542085,0,1,0
JAMESTOWN CITY SD,2020-11-01,7,5,1,7,11,5,1,3615630,4752,1.4730639730639732,0,0.92028546,0.079714559
JAMESTOWN CITY SD,2020-12-01,23,9,9,8,34,14,10,3615630,4752,4.84006734006734,0,0.86610538,0.13389464
JAMESTOWN CITY SD,2021-01-01,55,12,8,9,89,26,18,3615630,4752,11.574074074074073,0,0.77240765,0.22759235
JAMESTOWN CITY SD,2021-02-01,19,4,4,7,108,30,22,3615630,4752,3.9983164983164983,0,1,0
JAMESTOWN CITY SD,2021-03-01,24,1,2,8,132,31,24,3615630,4752,5.050505050505051,0,1,0
JAMESTOWN CITY SD,2021-04-01,30,0,0,9,162,31,24,3615630,4752,6.313131313131313,0,1,0
JAMESTOWN CITY SD,2021-05-01,11,0,0,4,173,31,24,3615630,4752,2.314814814814815,0,1,0
JAMESTOWN CITY SD,2021-06-01,3,0,0,2,176,31,24,3615630,4752,0.6313131313131314,0,1,0
JAMESVILLE-DEWITT CSD,2020-09-01,5,0,0,4,5,0,0,3609090,2905,1.721170395869191,0,0.93890887,0.061091129
JAMESVILLE-DEWITT CSD,2020-10-01,4,1,0,3,9,1,0,3609090,2905,1.376936316695353,0,0.96938813,0.03061186
JAMESVILLE-DEWITT CSD,2020-11-01,12,4,0,4,21,5,0,3609090,2905,4.130808950086058,0,1,0
JAMESVILLE-DEWITT CSD,2020-12-01,20,0,1,4,41,5,1,3609090,2905,6.884681583476764,0,1,0
JAMESVILLE-DEWITT CSD,2021-01-01,60,5,3,5,101,10,4,3609090,2905,20.654044750430295,0,1,0
JAMESVILLE-DEWITT CSD,2021-02-01,11,1,3,4,112,11,7,3609090,2905,3.7865748709122204,0,1,0
JAMESVILLE-DEWITT CSD,2021-03-01,8,0,0,4,120,11,7,3609090,2905,2.753872633390706,0,1,0
JAMESVILLE-DEWITT CSD,2021-04-01,12,0,0,4,132,11,7,3609090,2905,4.130808950086058,0,1,0
JAMESVILLE-DEWITT CSD,2021-05-01,8,0,0,5,140,11,7,3609090,2905,2.753872633390706,0,1,0
JAMESVILLE-DEWITT CSD,2021-06-01,2,0,0,2,142,11,7,3609090,2905,0.6884681583476765,0,1,0
JASPER-TROUPSBURG CSD,2020-11-01,0,0,1,1,0,0,1,3600007,770,0,0.52231026,0.47768971,0
JASPER-TROUPSBURG CSD,2020-12-01,5,6,4,2,5,6,5,3600007,770,6.493506493506494,0.52173913,0.47826087,0
JASPER-TROUPSBURG CSD,2021-01-01,7,3,2,2,12,9,7,3600007,770,9.09090909090909,0.52462602,0.47537398,0
JASPER-TROUPSBURG CSD,2021-02-01,1,0,1,2,13,9,8,3600007,770,1.2987012987012987,0.52716392,0.47283605,0
JASPER-TROUPSBURG CSD,2021-03-01,2,0,2,2,15,9,10,3600007,770,2.5974025974025974,0.53172207,0.46827793,0
JASPER-TROUPSBURG CSD,2021-04-01,1,0,0,1,16,9,10,3600007,770,1.2987012987012987,0.84408408,0.1559159,0
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2020-10-01,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2020-11-01,3,0,0,1,4,0,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2020-12-01,2,1,0,2,6,1,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2021-01-01,19,7,0,4,25,8,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2021-02-01,4,5,0,3,29,13,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2021-03-01,17,1,0,3,46,14,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2021-04-01,7,0,0,2,53,14,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2021-05-01,7,1,0,4,60,15,0,NA,NA,NA,NA,NA,NA
JEFFER-LEWIS-HAMIL-HERK-ONEIDA BOCES,2021-06-01,3,1,0,3,63,16,0,NA,NA,NA,NA,NA,NA
JEFFERSON CSD,2020-11-01,0,0,1,1,0,0,1,3615720,252,0,0,1,0
JEFFERSON CSD,2020-12-01,2,1,1,1,2,1,2,3615720,252,7.936507936507936,0,0.13043478,0.86956519
JEFFERSON CSD,2021-01-01,0,0,3,1,2,1,5,3615720,252,0,0,0.93548387,0.064516127
JEFFERSON CSD,2021-02-01,0,0,1,1,2,1,6,3615720,252,0,0,1,0
JEFFERSON CSD,2021-03-01,1,0,1,1,3,1,7,3615720,252,3.968253968253968,0,1,0
JEFFERSON CSD,2021-04-01,2,0,1,1,5,1,8,3615720,252,7.936507936507936,0,1,0
JEFFERSON CSD,2021-05-01,2,0,0,1,7,1,8,3615720,252,7.936507936507936,0,1,0
JERICHO UFSD,2020-09-01,0,1,0,1,0,1,0,3615810,2794,0,0.36876231,0.63123769,0
JERICHO UFSD,2020-10-01,2,0,0,1,2,1,0,3615810,2794,0.7158196134574087,0.40030792,0.59969211,0
JERICHO UFSD,2020-11-01,3,1,0,2,5,2,0,3615810,2794,1.0737294201861132,0.39882758,0.60117239,0
JERICHO UFSD,2020-12-01,15,8,1,5,20,10,1,3615810,2794,5.368647100930565,0.4052954,0.59470457,0
JERICHO UFSD,2021-01-01,25,3,16,5,45,13,17,3615810,2794,8.94774516821761,0.36604393,0.63395607,0
JERICHO UFSD,2021-02-01,8,6,2,4,53,19,19,3615810,2794,2.863278453829635,0.36445367,0.63554633,0
JERICHO UFSD,2021-03-01,11,0,2,4,64,19,21,3615810,2794,3.937007874015748,0.38085842,0.61914158,0
JERICHO UFSD,2021-04-01,12,0,2,5,76,19,23,3615810,2794,4.294917680744453,0.49730331,0.50269669,0
JERICHO UFSD,2021-06-01,0,0,1,1,76,19,24,3615810,2794,0,1,0,0
JOHNSBURG CSD,2020-11-01,1,0,0,1,1,0,0,3615870,313,3.1948881789137378,1,0,0
JOHNSBURG CSD,2020-12-01,3,1,0,1,4,1,0,3615870,313,9.584664536741213,1,0,0
JOHNSBURG CSD,2021-01-01,1,0,2,1,5,1,2,3615870,313,3.1948881789137378,1,0,0
JOHNSBURG CSD,2021-02-01,2,0,2,1,7,1,4,3615870,313,6.3897763578274756,1,0,0
JOHNSBURG CSD,2021-03-01,1,0,0,1,8,1,4,3615870,313,3.1948881789137378,1,0,0
JOHNSBURG CSD,2021-04-01,1,0,0,1,9,1,4,3615870,313,3.1948881789137378,1,0,0
JOHNSBURG CSD,2021-05-01,1,0,0,1,10,1,4,3615870,313,3.1948881789137378,1,0,0
JOHNSBURG CSD,2021-06-01,2,0,0,1,12,1,4,3615870,313,6.3897763578274756,1,0,0
JOHNSON CITY CSD,2020-09-01,0,2,1,2,0,2,1,3615900,2499,0,0,1,0
JOHNSON CITY CSD,2020-10-01,8,7,0,4,8,9,1,3615900,2499,3.201280512204882,0,0.77453876,0.22546121
JOHNSON CITY CSD,2020-11-01,7,1,1,4,15,10,2,3615900,2499,2.8011204481792715,0,0.7209537,0.2790463
JOHNSON CITY CSD,2020-12-01,21,3,4,4,36,13,6,3615900,2499,8.403361344537815,0,0.56608772,0.43391228
JOHNSON CITY CSD,2021-01-01,33,10,6,4,69,23,12,3615900,2499,13.205282112845138,0,0.93545467,0.064545318
JOHNSON CITY CSD,2021-02-01,4,0,2,2,73,23,14,3615900,2499,1.600640256102441,0,1,0
JOHNSON CITY CSD,2021-03-01,14,0,0,4,87,23,14,3615900,2499,5.602240896358543,0,1,0
JOHNSON CITY CSD,2021-04-01,15,1,2,4,102,24,16,3615900,2499,6.002400960384154,0,1,0
JOHNSON CITY CSD,2021-05-01,5,1,0,2,107,25,16,3615900,2499,2.000800320128051,0,1,0
JOHNSTOWN CITY SD,2020-11-01,2,0,0,2,2,0,0,3615980,1629,1.2277470841006752,0,1,0
JOHNSTOWN CITY SD,2020-12-01,2,3,1,2,4,3,1,3615980,1629,1.2277470841006752,0,1,0
JOHNSTOWN CITY SD,2021-01-01,4,1,2,2,8,4,3,3615980,1629,2.4554941682013505,0,1,0
JOHNSTOWN CITY SD,2021-02-01,3,0,0,1,11,4,3,3615980,1629,1.8416206261510129,0,1,0
JOHNSTOWN CITY SD,2021-03-01,6,0,1,3,17,4,4,3615980,1629,3.6832412523020257,0,1,0
JOHNSTOWN CITY SD,2021-04-01,5,0,0,1,22,4,4,3615980,1629,3.0693677102516883,0,1,0
JOHNSTOWN CITY SD,2021-05-01,0,1,0,1,22,5,4,3615980,1629,0,0,1,0
JORDAN-ELBRIDGE CSD,2020-09-01,1,0,0,1,1,0,0,3615990,1417,0.7057163020465773,1,0,0
JORDAN-ELBRIDGE CSD,2020-10-01,2,0,0,2,3,0,0,3615990,1417,1.4114326040931546,0.92009872,0,0.079901278
JORDAN-ELBRIDGE CSD,2020-11-01,7,0,0,3,10,0,0,3615990,1417,4.940014114326042,1,0,0
JORDAN-ELBRIDGE CSD,2020-12-01,5,3,2,3,15,3,2,3615990,1417,3.5285815102328866,0.34855467,0,0.65144533
JORDAN-ELBRIDGE CSD,2021-01-01,1,0,1,1,16,3,3,3615990,1417,0.7057163020465773,0.93605191,0,0.063948102
JORDAN-ELBRIDGE CSD,2021-02-01,4,0,1,2,20,3,4,3615990,1417,2.8228652081863093,1,0,0
JORDAN-ELBRIDGE CSD,2021-03-01,4,0,0,2,24,3,4,3615990,1417,2.8228652081863093,1,0,0
JORDAN-ELBRIDGE CSD,2021-04-01,12,0,0,2,36,3,4,3615990,1417,8.468595624558928,1,0,0
JORDAN-ELBRIDGE CSD,2021-05-01,1,0,0,1,37,3,4,3615990,1417,0.7057163020465773,1,0,0
KATONAH-LEWISBORO UFSD,2020-10-01,5,0,1,2,5,0,1,3616080,3862,1.294665976178146,0,1,0
KATONAH-LEWISBORO UFSD,2020-11-01,20,4,0,5,25,4,1,3616080,3862,5.178663904712584,0,1,0
KATONAH-LEWISBORO UFSD,2020-12-01,28,2,1,5,53,6,2,3616080,3862,7.250129466597618,0,1,0
KATONAH-LEWISBORO UFSD,2021-01-01,40,1,4,5,93,7,6,3616080,3862,10.357327809425168,0,1,0
KATONAH-LEWISBORO UFSD,2021-02-01,26,1,3,4,119,8,9,3616080,3862,6.732263076126359,0,1,0
KATONAH-LEWISBORO UFSD,2021-03-01,19,0,1,5,138,8,10,3616080,3862,4.919730709476955,0,1,0
KATONAH-LEWISBORO UFSD,2021-04-01,25,0,2,4,163,8,12,3616080,3862,6.47332988089073,0.2001496,0.7998504,0
KATONAH-LEWISBORO UFSD,2021-05-01,4,1,0,3,167,9,12,3616080,3862,1.0357327809425168,1,0,0
KATONAH-LEWISBORO UFSD,2021-06-01,1,0,0,1,168,9,12,3616080,3862,0.2589331952356292,1,0,0
KEENE CSD,2021-01-01,1,0,0,1,1,0,0,3616140,109,9.174311926605505,0,1,0
KENDALL CSD,2020-11-01,0,1,0,1,0,1,0,3616200,732,0,1,0,0
KENDALL CSD,2020-12-01,4,0,0,2,4,1,0,3616200,732,5.46448087431694,1,0,0
KENDALL CSD,2021-01-01,22,1,0,2,26,2,0,3616200,732,30.054644808743166,1,0,0
KENDALL CSD,2021-03-01,1,2,0,1,27,4,0,3616200,732,1.366120218579235,1,0,0
KENDALL CSD,2021-04-01,5,0,0,2,32,4,0,3616200,732,6.830601092896175,1,0,0
KENDALL CSD,2021-05-01,5,0,0,2,37,4,0,3616200,732,6.830601092896175,1,0,0
KENMORE-TONAWANDA UFSD,2020-09-01,2,0,2,3,2,0,2,3616230,8866,0.22558087074216107,0,0,1
KENMORE-TONAWANDA UFSD,2020-10-01,2,3,1,5,4,3,3,3616230,8866,0.22558087074216107,0,0.67628878,0.32371122
KENMORE-TONAWANDA UFSD,2020-11-01,14,12,11,9,18,15,14,3616230,8866,1.5790660951951274,0,0.64167988,0.35832012
